0	GO:0000002	18	0.0	0.12500000000000003	atlas_drought_total	[INFO] Found optimal HRR and alpha
1	GO:0000003	161	0.0	0.2107182656265829	atlas_drought_total	[INFO] Found optimal HRR and alpha
2	GO:0000012	32	0.0	0.15384615384615383	atlas_drought_total	[INFO] Found optimal HRR and alpha
3	GO:0000018	12	0.0	0.16666666666666669	atlas_drought_total	[INFO] Found optimal HRR and alpha
4	GO:0000019	0	0	0	atlas_drought_total	[INFO] No TPs, skipping term
5	GO:0000023	13	0.0	0.13333333333333333	atlas_drought_total	[INFO] Found optimal HRR and alpha
6	GO:0000024	0	0	0	atlas_drought_total	[INFO] No TPs, skipping term
7	GO:0000025	129	0.0	0.06315789473684211	atlas_drought_total	[INFO] Found optimal HRR and alpha
8	GO:0000027	150	0.0	0.09836065573770492	atlas_drought_total	[INFO] Found optimal HRR and alpha
9	GO:0000028	19	0.0	0.25	atlas_drought_total	[INFO] Found optimal HRR and alpha
10	GO:0000038	13	0.0	0.2272727272727273	atlas_drought_total	[INFO] Found optimal HRR and alpha
11	GO:0000041	11	0.0	0.1657142857142857	atlas_drought_total	[INFO] Found optimal HRR and alpha
12	GO:0000045	10	0.0	0.3255813953488372	atlas_drought_total	[INFO] Found optimal HRR and alpha
13	GO:0000054	348	0.0	0.005420054200542005	atlas_drought_total	[INFO] Found optimal HRR and alpha
14	GO:0000055	348	0.0	0.005420054200542005	atlas_drought_total	[INFO] Found optimal HRR and alpha
15	GO:0000056	353	0.0	0.0111731843575419	atlas_drought_total	[INFO] Found optimal HRR and alpha
16	GO:0000070	10	0.0	0.18320610687022898	atlas_drought_total	[INFO] Found optimal HRR and alpha
17	GO:0000075	15	0.0	0.15	atlas_drought_total	[INFO] Found optimal HRR and alpha
18	GO:0000076	0	0	0	atlas_drought_total	[INFO] No TPs, skipping term
19	GO:0000077	10	0.0	0.3846153846153846	atlas_drought_total	[INFO] Found optimal HRR and alpha
20	GO:0000079	12	0.0	0.1	atlas_drought_total	[INFO] Found optimal HRR and alpha
21	GO:0000082	12	0.0	0.32	atlas_drought_total	[INFO] Found optimal HRR and alpha
22	GO:0000086	10	0.0	0.19753086419753085	atlas_drought_total	[INFO] Found optimal HRR and alpha
23	GO:0000096	10	0.0	0.18452380952380956	atlas_drought_total	[INFO] Found optimal HRR and alpha
24	GO:0000097	13	0.0	0.14035087719298245	atlas_drought_total	[INFO] Found optimal HRR and alpha
25	GO:0000098	25	0.0	0.15	atlas_drought_total	[INFO] Found optimal HRR and alpha
26	GO:0000103	10	0.0	0.25531914893617025	atlas_drought_total	[INFO] Found optimal HRR and alpha
27	GO:0000105	46	0.0	0.2727272727272727	atlas_drought_total	[INFO] Found optimal HRR and alpha
28	GO:0000122	15	0.0	0.21428571428571427	atlas_drought_total	[INFO] Found optimal HRR and alpha
29	GO:0000132	100	0.0	0.13333333333333333	atlas_drought_total	[INFO] Found optimal HRR and alpha
30	GO:0000154	28	0.0	0.22727272727272724	atlas_drought_total	[INFO] Found optimal HRR and alpha
31	GO:0000160	10	0.0	0.23771428571428574	atlas_drought_total	[INFO] Found optimal HRR and alpha
32	GO:0000162	42	0.0	0.09708737864077671	atlas_drought_total	[INFO] Found optimal HRR and alpha
33	GO:0000165	11	0.0	0.10059171597633136	atlas_drought_total	[INFO] Found optimal HRR and alpha
34	GO:0000183	0	0	0	atlas_drought_total	[INFO] No TPs, skipping term
35	GO:0000184	13	0.0	0.3243243243243243	atlas_drought_total	[INFO] Found optimal HRR and alpha
